angDist,_RAJ2000,_DEJ2000,Gaia,RAJ2000,DEJ2000,SNR-G,Teff,e_Teff,logg,e_logg,FeH,e_FeH,a/Fe,e_a/Fe,GMag,e_GMag,LFlame,e_LFlame,KIC,Prot,e_Prot,Sph,e_Sph,S-index,e_S-index,SNR,logRHK,e_logRHK,Mass,e_Mass,Age,e_Age,DR7,Simbad,_RAJ2000,_DEJ2000,KOI,Svalue,logRHK,S/N,Prot,logAge,Qual,f_Qual,Protph,q_Protph,Simbad,_RA,_DE
0.114123,293.37225,44.78514,2126430061912391680,293.37225,44.78514,57.55,5750,22,4.28,0.05,-0.07,0.05,0.02,0.02,4.64,0.02,1.0,0.02,8628758,27.38,4.46,141.2,6.5,,,,,,0.96,0.05,7.18,1.18,DR7,Simbad,293.3722503,44.7851717,K01279,0.152,-5.056,9.9,33.527,9.8322,1.0,ok,,1,Simbad,293.37225,44.78517
0.039193,290.39273,40.28487,2101175933393051008,290.39273,40.28487,170.73,5906,8,4.19,0.02,-0.03,0.02,-0.01,0.01,3.93,0.01,2.0,0.02,,,,,,0.157,0.005,171.38,-5.2113,0.0134,1.1,0.02,6.18,0.46,DR7,Simbad,290.3927228,40.2848606,K00123,0.141,-5.129,49.2,26.262,9.9374,1.0,ok,,1,Simbad,290.39272,40.28486
0.352126,290.73009,44.83605,2127010054296043520,290.73009,44.83605,89.76,6337,18,4.25,0.04,0.01,0.04,0.0,0.02,3.65,0.02,3.0,0.04,8686373,5.32,0.42,40.5,8.9,,,,,,1.26,0.03,1.8,0.23,DR7,Simbad,290.7300064,44.8361278,K04066,0.131,-5.209,12.0,10.525,10.0447,1.0,ok,5.3,2,Simbad,290.73001,44.83613
0.127484,290.48676,44.93262,2127019949900693504,290.48676,44.93262,97.41,5620,13,4.54,0.03,-0.06,0.03,0.0,0.01,4.98,0.02,0.7,0.009,8750043,11.77,0.99,6798.5,256.9,,,,,,0.94,0.04,4.57,1.09,DR7,Simbad,290.4867883,44.9325908,K02017,0.325,-4.498,9.1,10.685,8.9357,1.0,ok,12.04,3,Simbad,290.48679,44.93259
0.103904,292.87229,46.09889,2128242611132484736,292.87229,46.09889,175.02,6096,8,4.32,0.02,0.03,0.02,0.0,0.01,4.0,0.01,2.0,0.02,,,,,,0.168,0.005,175.07,-5.0428,0.0117,1.16,0.02,2.77,0.41,DR7,Simbad,292.8722692,46.098865,K02717,0.134,-5.191,32.8,20.794,10.0598,1.0,ok,,1,Simbad,292.87227,46.09886
0.480580,291.0747,45.24272,2127399968607043584,291.0747,45.24272,66.45,5907,20,4.1,0.05,0.0,0.05,0.0,0.02,3.72,0.02,2.0,0.05,8950853,16.19,2.1,77.1,6.2,,,,,,1.16,0.04,5.08,0.36,DR7,Simbad,291.0746769,45.2425875,K01412,0.126,-5.287,10.4,29.887,10.1374,1.0,ok,,1,Simbad,291.07468,45.24259
0.157460,285.2075,45.38436,2106410016754892800,285.2075,45.38436,145.43,5310,8,4.45,0.02,0.12,0.02,0.01,0.01,5.35,0.02,0.5,0.007,9006186,26.12,2.29,2146.1,55.3,,,,,,0.92,0.02,4.42,1.11,DR7,Simbad,285.2074492,45.3843347,K02169,0.258,-4.706,17.1,25.472,9.2859,1.0,ok,27.22,3,Simbad,285.20745,45.38433
0.086911,289.50635,45.371,2127260055752409088,289.50635,45.371,288.57,6038,5,4.34,0.01,0.09,0.01,0.02,0.01,4.06,0.01,2.0,0.01,9015738,10.73,1.7,244.2,14.1,,,,,,1.14,0.03,3.41,0.08,DR7,Simbad,289.5063686,45.3710203,K01616,0.14,-5.129,21.8,20.356,9.9331,1.0,ok,11.78,3,Simbad,289.50637,45.37102
0.040193,300.93738,45.49007,2082279997132767232,300.93738,45.49007,138.84,5204,8,4.45,0.02,0.26,0.02,0.02,0.01,5.47,0.03,0.5,0.006,9119568,18.6,1.4,2269.5,69.7,,,,,,0.94,0.02,3.58,0.99,DR7,Simbad,300.9373953,45.4900669,K03087,0.326,-4.593,7.9,20.242,9.1154,1.0,ok,,0,Simbad,300.9374,45.49007
0.030930,300.93542,45.59653,2082290030176370688,300.93542,45.59653,62.48,5540,22,4.39,0.04,-0.15,0.06,0.05,0.02,4.27,0.02,1.0,0.02,9183378,15.19,1.3,1929.6,67.5,,,,,,0.98,0.02,11.48,0.13,DR7,Simbad,300.9354267,45.5965372,K04222,0.232,-4.723,6.7,21.384,9.3097,1.0,ok,15.89,3,Simbad,300.93543,45.59654
0.043544,293.1311,45.66355,2128040021813362688,293.1311,45.66355,57.43,5013,18,4.59,0.04,0.17,0.06,-0.01,0.01,5.86,0.02,0.4,0.006,9221517,39.59,6.37,660.3,16.1,,,,,,0.86,0.05,6.06,2.54,DR7,Simbad,293.1310969,45.6635381,K02281,0.27,-4.77,7.3,33.594,9.382,1.0,ok,,0,Simbad,293.1311,45.66354
0.135124,288.59967,46.03171,2127349940827979776,288.59967,46.03171,452.2,6218,3,3.85,0.01,-0.4,0.01,0.08,0.01,3.0,0.03,5.0,0.04,9457728,21.83,2.28,30.4,1.6,,,,,,1.29,0.03,3.24,0.52,DR7,Simbad,288.5996772,46.0317472,K04637,0.121,-5.343,11.6,13.358,10.2001,0.0,bad_seeing,20.51,3,Simbad,288.59968,46.03175
0.064592,299.66046,46.19842,2085290047652757504,299.66046,46.19842,237.43,6176,6,4.1,0.01,-0.11,0.02,0.03,0.01,3.3,0.03,4.0,0.03,9549648,7.61,0.69,118.5,8.3,,,,,,1.26,0.01,3.56,0.57,DR7,Simbad,299.6604794,46.1984319,K01886,0.073,,8.6,0.0,11.2845,0.0,low_sval,7.83,3,Simbad,299.66048,46.19843
0.075986,282.11784,46.22391,2119100030206869504,282.11784,46.22391,112.86,5653,11,4.42,0.02,-0.07,0.03,0.02,0.01,4.83,0.1,0.8,0.007,9569711,13.23,1.17,2649.5,95.3,,,,,,0.94,0.04,6.27,1.11,DR7,Simbad,282.1178392,46.2239311,K03232,0.252,-4.644,8.3,15.757,9.1918,0.0,bad_seeing,13.53,3,Simbad,282.11784,46.22393
0.110552,287.6376,46.20441,2130319996612509696,287.6376,46.20441,441.3,6216,3,3.95,0.01,-0.29,0.01,0.04,0.01,3.05,0.01,4.0,0.03,9579208,5.36,0.47,279.6,16.8,,,,,,1.28,0.03,3.37,0.54,DR7,Simbad,287.6375572,46.2044019,K03165,0.151,-5.016,27.1,9.856,9.7717,1.0,ok,5.5,3,Simbad,287.63756,46.2044
0.015839,296.95887,46.39413,2080309947173699584,296.95887,46.39413,80.03,5582,16,4.49,0.03,0.03,0.04,0.02,0.02,5.04,0.05,0.7,0.008,9662811,25.37,2.29,761.0,24.5,,,,,,0.96,0.04,3.46,1.05,DR7,Simbad,296.9588719,46.3941258,K01854,0.168,-4.97,9.3,33.83,9.7002,1.0,ok,25.4,3,Simbad,296.95887,46.39413
0.092213,289.29626,46.45795,2127750025621536768,289.29626,46.45795,100.11,5372,13,4.46,0.02,0.14,0.03,-0.01,0.01,5.2,0.01,0.6,0.008,9704384,21.51,2.05,1255.7,37.4,,,,,,0.94,0.03,5.93,1.42,DR7,Simbad,289.2962383,46.4579708,K01913,0.192,-4.883,6.7,32.775,9.5623,0.0,bad_seeing,21.81,3,Simbad,289.29624,46.45797
0.055623,294.91158,46.49147,2080099940452794368,294.91158,46.49147,83.44,5967,16,4.26,0.03,0.2,0.04,-0.01,0.02,4.1,0.02,2.0,0.02,9717943,12.52,1.58,261.9,12.2,,,,,,1.16,0.03,3.42,0.32,DR7,Simbad,294.9115681,46.4914569,K02273,0.139,-5.134,10.6,21.136,9.9455,1.0,ok,12.46,3,Simbad,294.91157,46.49146
0.067738,298.60788,46.45368,2085530016065519616,298.60788,46.45368,112.09,5104,10,4.57,0.02,-0.09,0.03,0.05,0.01,5.87,0.02,0.4,0.008,9729691,23.21,1.98,2590.1,89.2,,,,,,0.8,0.03,5.18,2.17,DR7,Simbad,298.6078528,46.4536817,K01751,0.311,-4.678,3.8,27.274,9.2427,0.0,bad_seeing,24.15,3,Simbad,298.60785,46.45368
0.076327,298.86658,46.50225,2085500054373662720,298.86658,46.50225,87.33,5465,15,4.52,0.03,-0.05,0.04,-0.02,0.01,5.23,0.04,0.6,0.008,9790806,7.0,0.5,6101.1,312.6,,,,,,0.9,0.04,5.34,1.42,DR7,Simbad,298.8665614,46.5022331,K02035,0.402,-4.41,9.2,7.966,8.6464,1.0,ok,7.17,3,Simbad,298.86656,46.50223
0.087128,285.24088,46.66825,2107309967022227456,285.24088,46.66825,56.44,5804,23,4.21,0.05,0.22,0.05,0.05,0.02,3.89,0.07,2.0,0.06,9818381,12.95,1.7,732.3,31.0,,,,,,1.2,0.06,5.06,0.77,DR7,Simbad,285.2408475,46.6682406,K00135,0.172,-4.907,10.7,18.223,9.6007,1.0,ok,12.86,3,Simbad,285.24085,46.66824
0.027325,287.36946,46.76822,2130439980818890752,287.36946,46.76822,149.3,6016,10,4.26,0.02,-0.14,0.03,0.05,0.01,4.23,0.02,2.0,0.02,9881662,24.01,1.75,395.0,12.6,,,,,,1.04,0.02,5.15,0.24,DR7,Simbad,287.3694708,46.7682183,K00327,0.135,-5.182,10.2,22.471,10.0099,1.0,ok,13.3,2,Simbad,287.36947,46.76822
0.068203,288.46908,46.78367,2130769971746177024,288.46908,46.78367,53.4,5696,25,4.47,0.05,-0.07,0.06,0.0,0.02,4.89,0.03,0.8,0.01,9883606,14.08,1.36,1724.4,63.4,,,,,,0.96,0.06,4.64,1.41,DR7,Simbad,288.4690969,46.783685,K04383,0.239,-4.677,8.3,16.467,9.2406,1.0,ok,14.21,3,Simbad,288.4691,46.78368
0.042340,290.05112,46.71337,2127809949005250560,290.05112,46.71337,87.9,5299,14,4.49,0.03,0.13,0.04,-0.03,0.01,5.32,0.04,0.6,0.008,9886661,16.79,2.83,118.3,8.1,,,,,,0.92,0.03,6.66,1.34,DR7,Simbad,290.0511103,46.7133797,K01606,0.217,-4.808,2.8,30.378,9.4409,0.0,low_snr,32.22,2,Simbad,290.05111,46.71338
0.067360,296.80344,46.74115,2080340046304509952,296.80344,46.74115,52.21,6158,29,4.17,0.06,-0.01,0.07,0.0,0.03,3.62,0.06,3.0,0.05,9904006,10.11,0.91,80.5,8.2,,,,,,1.24,0.06,3.45,0.4,DR7,Simbad,296.8034625,46.7411606,K02135,0.131,-5.21,11.1,17.37,10.046,1.0,ok,10.05,2,Simbad,296.80346,46.74116
0.012770,298.48282,46.79362,2085559977757376512,298.48282,46.79362,118.43,5874,11,4.5,0.02,0.18,0.03,0.07,0.01,4.68,0.01,1.0,0.01,9909735,7.09,0.5,4755.9,247.2,,,,,,1.1,0.03,0.23,0.08,DR7,Simbad,298.4828219,46.7936233,K01779,0.269,-4.575,10.7,10.545,9.0697,1.0,ok,7.37,3,Simbad,298.48282,46.79362
0.059773,283.56529,46.90425,2107559968478593024,283.56529,46.90425,76.97,5024,14,4.62,0.03,0.04,0.04,0.02,0.01,5.93,0.03,0.3,0.006,9995402,33.99,3.98,677.7,17.9,,,,,,0.84,0.04,4.79,2.3,DR7,Simbad,283.5653094,46.90426,K02832,0.232,-4.865,7.3,40.086,9.5324,1.0,ok,39.29,3,Simbad,283.56531,46.90426
0.053155,298.49329,47.01303,2085580043844583424,298.49329,47.01303,80.83,6000,18,4.37,0.04,0.02,0.04,0.04,0.02,4.23,0.02,2.0,0.02,10094670,13.28,1.24,142.4,9.9,,,,,,1.1,0.04,3.92,0.32,DR7,Simbad,298.4932733,47.0130394,K01984,0.149,-5.05,10.4,20.312,9.8239,1.0,ok,13.91,2,Simbad,298.49327,47.01304
0.106930,294.27729,46.67528,2128151660905893504,294.27729,46.67528,100.7,5832,13,4.17,0.03,-0.32,0.04,0.08,0.02,4.33,0.01,1.0,0.01,,,,,,0.191,0.007,100.37,-4.8165,0.0146,0.94,0.02,9.48,0.71,DR7,Simbad,294.2772906,46.6752503,K01715,0.149,-5.077,11.1,30.598,9.8629,1.0,ok,,1,Simbad,294.27729,46.67525
0.065273,285.26858,48.56,2131587531660567296,285.26858,48.56,184.78,5494,7,4.49,0.01,-0.09,0.02,0.02,0.01,5.13,0.02,0.7,0.007,,,,,,0.262,0.004,184.66,-4.5197,0.0063,0.9,0.01,6.31,0.71,DR7,Simbad,285.2685653,48.5599847,K01800,0.422,-4.367,8.1,5.476,8.3943,0.0,bad_seeing,6.58,3,Simbad,285.26857,48.55998
0.068076,286.28601,43.32046,2105663727538050688,286.28601,43.32046,143.62,5698,10,4.34,0.02,-0.07,0.02,0.07,0.01,4.44,0.01,1.0,0.01,,,,,,0.169,0.006,143.82,-5.0214,0.014,0.98,0.01,9.05,0.27,DR7,Simbad,286.2859858,43.3204669,K01898,0.154,-5.043,9.4,32.03,9.8137,1.0,ok,,1,Simbad,286.28599,43.32047
0.125682,290.46508,48.33225,2129423241804258944,290.46508,48.33225,126.94,5692,11,4.25,0.02,-0.17,0.03,0.04,0.01,4.48,0.01,1.0,0.009,,,,,,0.177,0.005,127.21,-4.9411,0.012,0.92,0.01,10.93,0.62,DR7,Simbad,290.4651325,48.3322508,K03248,0.149,-5.08,10.4,33.465,9.8682,1.0,ok,,1,Simbad,290.46513,48.33225
0.017426,294.91611,46.94498,2128525907175071872,294.91611,46.94498,157.27,5944,9,4.41,0.02,-0.15,0.02,0.01,0.01,4.39,0.01,1.0,0.01,,,,,,0.207,0.004,157.41,-4.6979,0.0094,1.0,0.01,4.34,0.48,DR7,Simbad,294.9161058,46.9449839,K01796,0.201,-4.766,10.8,12.755,9.3753,1.0,ok,,0,Simbad,294.91611,46.94498
0.068154,298.20261,44.92583,2079298435140815360,298.20261,44.92583,139.87,6160,11,4.25,0.02,-0.23,0.03,0.05,0.02,4.08,0.01,2.0,0.02,,,,,,0.163,0.006,141.03,-5.1178,0.0163,1.04,0.01,4.63,0.44,DR7,Simbad,298.2025864,44.9258389,K04301,0.077,,6.4,0.0,11.1534,0.0,low_sval,,1,Simbad,298.20259,44.92584
0.104938,288.66154,49.73722,2132686356093801472,288.66154,49.73722,115.32,6102,13,4.27,0.03,0.08,0.03,0.0,0.02,3.72,0.02,2.0,0.04,,,,,,0.174,0.008,115.0,-4.9632,0.0206,1.22,0.01,3.34,0.23,DR7,Simbad,288.6615781,49.7372044,K01532,0.122,-5.339,11.0,20.299,10.1943,1.0,ok,10.33,2,Simbad,288.66158,49.7372
0.470775,281.46152,46.78986,2119196585370036736,281.46152,46.78986,250.14,6218,5,3.86,0.01,-0.3,0.02,0.07,0.01,3.07,0.01,4.0,0.05,,,,,,0.207,0.003,250.77,-4.6838,0.0065,1.3,0.01,3.21,0.04,DR7,Simbad,281.4617053,46.7898917,K01537,0.124,-5.302,11.7,15.612,10.1546,1.0,ok,12.6,3,Simbad,281.46171,46.78989
0.085045,290.62525,44.87397,2127008611187043456,290.62525,44.87397,108.93,5802,13,4.16,0.03,-0.32,0.04,0.08,0.02,4.27,0.01,1.0,0.01,,,,,,0.186,0.008,109.21,-4.8548,0.0172,0.92,0.01,11.18,0.48,DR7,Simbad,290.6252375,44.8739481,K00374,0.141,-5.135,10.5,30.137,9.9459,1.0,ok,,0,Simbad,290.62524,44.87395
0.411835,291.1734,44.92121,2126632994828732032,291.1734,44.92121,134.51,6303,11,4.17,0.03,-0.21,0.03,0.06,0.02,3.7,0.01,2.0,0.03,,,,,,0.191,0.005,134.17,-4.8023,0.0106,1.18,0.01,3.0,0.18,DR7,Simbad,291.1732872,44.9211281,K03125,0.126,-5.277,19.6,14.555,10.1261,1.0,ok,6.49,3,Simbad,291.17329,44.92113
0.024857,294.4639,49.76504,2135044568018500096,294.4639,49.76504,126.52,6265,12,4.22,0.03,0.0,0.03,0.01,0.02,3.53,0.02,3.0,0.05,,,,,,0.181,0.005,126.75,-4.8957,0.0122,1.26,0.01,2.71,0.18,DR7,Simbad,294.4638942,49.7650458,K00167,0.121,-5.349,11.2,15.713,10.2049,1.0,ok,,1,Simbad,294.46389,49.76505
0.002107,295.40433,42.98142,2078008703696509056,295.40433,42.98142,150.86,6170,10,4.25,0.02,-0.1,0.02,-0.01,0.01,4.01,0.01,2.0,0.02,,,,,,0.168,0.005,150.59,-5.0385,0.0123,1.12,0.01,3.14,0.08,DR7,Simbad,295.4043292,42.98142,K00266,0.134,-5.178,12.2,16.586,10.0054,1.0,ok,,1,Simbad,295.40433,42.98142
0.159507,287.60462,42.16678,2102454253097554304,287.60462,42.16678,151.66,5812,9,4.25,0.02,-0.57,0.03,0.11,0.02,4.54,0.01,1.0,0.009,,,,,,0.181,0.005,151.26,-4.7939,0.0119,0.82,0.01,13.44,0.32,DR7,Simbad,287.6046369,42.1667375,K00111,0.145,-5.107,25.7,33.094,9.9074,1.0,ok,,1,Simbad,287.60464,42.16674
0.164637,285.31121,47.84856,2131494313689868416,285.31121,47.84856,163.35,5710,8,3.96,0.02,0.21,0.02,0.0,0.01,3.5,0.0,3.0,0.03,,,,,,0.172,0.005,162.86,-4.9879,0.0133,1.28,0.01,4.78,0.08,DR7,Simbad,285.3112681,47.8485839,K00275,0.136,-5.172,29.2,33.137,9.9969,1.0,ok,,1,Simbad,285.31127,47.84858
0.448081,292.17998,49.20237,2129754847637288192,292.17998,49.20237,105.83,5766,14,4.08,0.03,-0.12,0.03,0.04,0.02,3.88,0.03,2.0,0.04,,,,,,0.15,0.008,105.88,-5.3299,0.0237,1.14,0.01,6.15,0.18,DR7,Simbad,292.1801267,49.2024494,K03015,0.132,-5.222,10.2,37.584,10.0609,1.0,ok,,1,Simbad,292.18013,49.20245
0.098661,289.07397,40.36601,2101318556367845888,289.07397,40.36601,120.48,5571,11,4.5,0.02,0.2,0.03,-0.01,0.01,4.93,0.01,0.8,0.01,,,,,,0.237,0.006,119.9,-4.5966,0.0112,1.02,0.01,2.13,0.96,DR7,Simbad,289.0739744,40.3660372,K04246,0.357,-4.434,9.3,7.546,8.7453,1.0,ok,7.28,3,Simbad,289.07397,40.36604
0.089315,296.33688,43.60008,2078794755737702144,296.33688,43.60008,117.22,5680,11,4.38,0.02,-0.21,0.03,0.04,0.01,4.89,0.02,0.8,0.01,,,,,,0.191,0.008,117.09,-4.8261,0.017,0.88,0.02,8.49,0.87,DR7,Simbad,296.3368469,43.6000864,K04582,0.15,-5.074,9.4,37.196,9.8585,0.0,bad_seeing,14.44,2,Simbad,296.33685,43.60009
0.013535,282.39191,43.88935,2105362903731391744,282.39191,43.88935,172.85,5504,7,4.27,0.01,0.26,0.02,0.03,0.01,4.72,0.01,1.0,0.009,,,,,,0.172,0.005,172.56,-5.0106,0.0133,1.0,0.01,8.05,0.37,DR7,Simbad,282.3919125,43.8893467,K00316,0.159,-5.018,17.1,34.986,9.776,1.0,ok,19.68,2,Simbad,282.39191,43.88935
0.023986,288.41769,46.59043,2130393938771375104,288.41769,46.59043,136.3,6438,12,4.18,0.03,-0.22,0.03,0.08,0.02,3.5,0.04,3.0,0.06,,,,,,0.207,0.005,136.41,-4.6826,0.0104,1.26,0.01,2.24,0.16,DR7,Simbad,288.4176861,46.5904361,K01852,0.17,-4.886,11.6,6.65,9.5657,1.0,ok,,1,Simbad,288.41769,46.59044
0.050755,290.44067,38.52356,2052827207364859264,290.44067,38.52356,175.56,5630,7,4.56,0.01,0.02,0.02,-0.02,0.01,4.9,0.06,0.8,0.008,,,,,,0.272,0.004,175.31,-4.4653,0.0064,0.96,0.01,4.72,0.65,DR7,Simbad,290.4406522,38.5235622,K03876,0.412,-4.354,9.0,4.317,8.2948,0.0,bad_seeing,4.73,3,Simbad,290.44065,38.52356
0.018539,289.21482,50.65094,2133105235664018944,289.21482,50.65094,117.95,5965,12,4.26,0.03,-0.23,0.03,0.04,0.02,4.18,0.03,2.0,0.02,,,,,,0.184,0.008,117.78,-4.864,0.0176,1.0,0.02,7.25,0.45,DR7,Simbad,289.2148153,50.6509442,K00360,0.141,-5.122,10.2,22.557,9.9287,1.0,ok,,0,Simbad,289.21482,50.65094
0.124593,283.93683,49.11032,2131859244171951616,283.93683,49.11032,137.67,6320,11,4.21,0.02,0.06,0.03,0.01,0.02,3.45,0.02,3.0,0.03,,,,,,0.181,0.006,137.11,-4.8925,0.0138,1.32,0.01,1.98,0.15,DR7,Simbad,283.9368053,49.1102894,K01445,0.13,-5.215,12.1,10.587,10.0517,1.0,ok,5.48,2,Simbad,283.93681,49.11029
0.026753,289.65125,43.82442,2102877015319104640,289.65125,43.82442,111.89,5694,13,4.06,0.03,0.02,0.03,0.03,0.02,3.56,0.02,3.0,0.05,,,,,,0.153,0.007,111.96,-5.2724,0.0183,1.23,0.01,5.23,0.09,DR7,Simbad,289.6512403,43.8244175,K02674,0.132,-5.224,20.4,37.915,10.0629,1.0,ok,,1,Simbad,289.65124,43.82442
0.071343,283.72429,46.87911,2107551829518947456,283.72429,46.87911,133.31,6200,11,3.99,0.03,-0.3,0.03,0.04,0.02,3.11,0.02,4.0,0.06,,,,,,0.167,0.006,133.62,-5.0586,0.0146,1.26,0.03,3.54,0.37,DR7,Simbad,283.7242725,46.8791258,K04431,0.116,-5.443,11.8,14.97,10.2948,1.0,ok,9.9,2,Simbad,283.72427,46.87913
0.024341,292.26558,39.12985,2053103837616774528,292.26558,39.12985,183.53,5877,7,3.87,0.02,-0.04,0.02,0.0,0.01,3.15,0.02,4.0,0.1,,,,,,0.156,0.004,183.22,-5.2243,0.0107,1.27,0.01,4.21,0.15,DR7,Simbad,292.2655886,39.1298489,K04887,0.133,-5.212,10.2,31.149,10.0479,1.0,ok,,0,Simbad,292.26559,39.12985
